,OBJECTID,ID_GE_HIDRO,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
136,1537,232,PROVIDENCIA,HIDROLIRCAY,HIDRAULICA PASADA, ,NO APLICA,14.129,2,090/2011,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/27/2013 9:00 p. m.,293770,6072490,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.27288364699996 -35.46972372810795),-35.46972372810795,-71.27288364699996
137,1538,233,PUCLARO,HIDROELECTRICA PUCLARO S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,5.376,2,107/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/30/2008 8:00 p. m.,320216,6680190,19 SUR,WGS 1984,COQUIMBO,ELQUI,VICUNA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.86381773999994 -29.996050953182465),-29.996050953182465,-70.86381773999994
138,1539,236,PULELFU,EMPRESA ELECTRICA LA LEONERA S.A.,HIDRAULICA PASADA,PMG,NO APLICA,8.955,2,270/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/6/2016 8:00 p. m.,214453,5476820,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUYEHUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.38527026799994 -40.80998005906652),-40.80998005906652,-72.38527026799994
139,1540,237,PULLINQUE,ENEL GREEN POWER CHILE,HIDRAULICA PASADA, ,NO APLICA,51.1584,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1961 8:00 p. m.,223733,5612170,19 SUR,WGS 1984,LOS RIOS,VALDIVIA,PANGUIPULLI,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.21728684299995 -39.59568162007318),-39.59568162007318,-72.21728684299995
140,1541,239,PUNTILLA,ELECTRICA PUNTILLA S.A.,HIDRAULICA PASADA, ,NO APLICA,21.7491,3,490/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1925 7:17 p. m.,357594,6279086,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,PIRQUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.53516042999996 -33.618502318129615),-33.618502318129615,-70.53516042999996
141,1542,240,PURISIMA,ENERBOSCH S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,0.4198,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/30/2012 9:00 p. m.,301362,6102367,19 SUR,WGS 1984,MAULE,CURICO,MOLINA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.18201506599996 -35.20206762311084),-35.20206762311084,-71.18201506599996
142,1543,241,QUELTEHUES,AES ANDES,HIDRAULICA PASADA, ,NO APLICA,48.9412,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1927 8:00 p. m.,387157,6257927,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.21923168499995 -33.81284404212719),-33.81284404212719,-70.21923168499995
143,1544,243,QUILLAILEO,ATRIA ENERGIA SPA,HIDRAULICA PASADA,PMGD,NO APLICA,0.8161,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/8/2014 8:00 p. m.,252392,5824534,19 SUR,WGS 1984,BIOBIO,BIO-BIO,SANTA BARBARA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.80826847799995 -37.69300438508687),-37.69300438508687,-71.80826847799995
144,1545,244,QUILLECO,COLBUN S.A.,HIDRAULICA PASADA, ,NO APLICA,70.6513,2,338/2000,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/29/2007 8:00 p. m.,238059,5863771,19 SUR,WGS 1984,BIOBIO,BIO-BIO,QUILLECO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.95665442299997 -37.33582852208989),-37.33582852208989,-71.95665442299997
145,1546,249,RALCO,ENEL GENERACION,HIDRAULICA EMBALSE, ,NO APLICA,685.06,2,010/1997; 275/2004,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/5/2004 8:00 p. m.,278905,5791420,19 SUR,WGS 1984,BIOBIO,BIO-BIO,ALTO BIOBIO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.51797489599994 -37.99795412408441),-37.99795412408441,-71.51797489599994
146,1547,250,RAPEL,ENEL GENERACION,HIDRAULICA EMBALSE, ,NO APLICA,376.6392,5, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1967 8:00 p. m.,261016,6230244,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,LITUECHE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.58878947999995 -34.04127483012436),-34.04127483012436,-71.58878947999995
147,1548,251,RECA,ENERBOSCH S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.6958,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/19/2011 8:00 p. m.,236414,5594520,19 SUR,WGS 1984,LOS RIOS,VALDIVIA,PANGUIPULLI,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.07685854999994 -39.75847800807215),-39.75847800807215,-72.07685854999994
148,1549,252,RENAICO,ESPINOS S.A.,HIDRAULICA PASADA,PMG,NO APLICA,6.3,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/2/2013 8:00 p. m.,199312,5809341,19 SUR,WGS 1984,BIOBIO,BIO-BIO,MULCHEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.41567223899995 -37.81383799408587),-37.81383799408587,-72.41567223899995
149,1550,253,RIO AZUL,EDELAYSEN,HIDRAULICA PASADA, ,NO APLICA,1.4,4, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1986 9:00 p. m.,247444,5179962,19 SUR,WGS 1984,LOS LAGOS,PALENA,PALENA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.12341118799998 -43.49060357605793),-43.49060357605793,-72.12341118799998
150,1551,261,RIO COLORADO,HIDROELECTRICA RIO COLORADO S.A.,HIDRAULICA PASADA, ,NO APLICA,16.466,2,170/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/20/2017 9:00 p. m.,324873,6033155,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,12/22/2013 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.93883355699995 -35.83015188710415),-35.83015188710415,-70.93883355699995
151,1552,263,RIO HUASCO,HIDROELECTRICA RIO HUASCO S.A.,HIDRAULICA PASADA,PMG,NO APLICA,5.1,2,147/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/8/2013 9:00 p. m.,339260,6826780,19 SUR,WGS 1984,ATACAMA,HUASCO,VALLENAR,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.64508527699996 -28.676202438205035),-28.676202438205035,-70.64508527699996
152,1553,269,RIO PICOIQUEN,HIDROANGOL S.A.,HIDRAULICA PASADA, ,NO APLICA,19.306,2,015/2011,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/12/2015 9:00 p. m.,169591,5807950,19 SUR,WGS 1984,LA ARAUCANIA,MALLECO,ANGOL,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.75328716699994 -37.81608225308586),-37.81608225308586,-72.75328716699994
153,1554,270,RIO TRUENO,HIDROELECTRICA TRUENO S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,5.59,2,174/2005,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/5/2010 8:00 p. m.,234631,5723093,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,VILCUN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.04723628299996 -38.60101247807981),-38.60101247807981,-72.04723628299996
154,1555,271,ROBLERIA,GENERADORA ELECTRICA ROBLERIA LTDA.,HIDRAULICA PASADA,PMGD,NO APLICA,3.9908,1,187/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/23/2013 9:00 p. m.,294051,6030252,19 SUR,WGS 1984,MAULE,LINARES,LINARES,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.28058894999998 -35.85031793110394),-35.85031793110394,-71.28058894999998
155,1556,273,RUCATAYO,EMPRESA ELECTRICA RUCATAYO S.A.,HIDRAULICA PASADA, ,NO APLICA,59.3,1,125/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/12/2012 9:00 p. m.,186655,5496920,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUYEHUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.70415551199994 -40.61915328206752),-40.61915328206752,-72.70415551199994
156,1557,274,RUCUE,COLBUN S.A.,HIDRAULICA PASADA, ,NO APLICA,178.1324,2,254/1996,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1997 9:00 p. m.,246203,5861283,19 SUR,WGS 1984,BIOBIO,BIO-BIO,QUILLECO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.86568774799997 -37.36048787608967),-37.36048787608967,-71.86568774799997
157,1558,275,SAN ANDRES,HIDROELECTRICA SAN ANDRES LTDA.,HIDRAULICA PASADA, ,NO APLICA,40.0582,2,037/2009; 227/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/22/2014 8:00 p. m.,373430,6155520,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.38254629399995 -34.73458158011613),-34.73458158011613,-70.38254629399995
158,1559,276,SAN CLEMENTE,COLBUN S.A.,HIDRAULICA PASADA,PMG,NO APLICA,5.8853,1,270/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/15/2010 8:00 p. m.,286595,6058060,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.35570091799997 -35.598209151106595),-35.598209151106595,-71.35570091799997
159,1560,277,SAN IGNACIO,COLBUN S.A.,HIDRAULICA PASADA, ,NO APLICA,36.9149,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1995 9:00 p. m.,269811,6055815,19 SUR,WGS 1984,MAULE,LINARES,YERBAS BUENAS,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.54145621399994 -35.6146684761064),-35.6146684761064,-71.54145621399994
160,1561,280,SANTA ELENA,CENTRAL HIDROELECTRICA SANTA ELENA S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,2.75,1,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/29/2018 8:00 p. m.,235911,5668168,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,CUNCO,COMISION NACIONAL DE ENERGIA,12/3/2015 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.05363438599994 -39.09565614307637),-39.09565614307637,-72.05363438599994
161,1562,281,SANTA ISABEL,SOCER S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.45,1,157/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/11/2017 8:00 p. m.,208297,5851130,19 SUR,WGS 1984,BIOBIO,BIO-BIO,QUILLECO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.29709414399997 -37.44071659708894),-37.44071659708894,-72.29709414399997
162,1563,282,SAUCE ANDES,GENERADORA ELECTRICA SAUCE LOS ANDES S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.379,4, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1908 7:17 p. m.,355763,6365935,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,SAN ESTEBAN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.54109497999997 -32.83516036713989),-32.83516036713989,-70.54109497999997
163,1564,283,SAUZAL,ENEL GENERACION,HIDRAULICA PASADA, ,NO APLICA,80.0112,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1947 8:00 p. m.,349821,6208615,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.63099747499996 -34.25275668412178),-34.25275668412178,-70.63099747499996
164,1565,284,SAUZALITO,ENEL GENERACION,HIDRAULICA PASADA, ,NO APLICA,11.2221,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1958 8:00 p. m.,347558,6210473,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.65523749599998 -34.23567780212196),-34.23567780212196,-70.65523749599998
165,1566,287,TRAILELFU,ENERBOSCH,HIDRAULICA PASADA,PMGD,NO APLICA,2.45,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/15/2015 9:00 p. m.,237019,5654844,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,VILLARRICA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.04600942999997 -39.215885205075544),-39.215885205075544,-72.04600942999997
166,1567,288,TRANQUIL,RP EL ARROYO ENERGIAS RENOVABLES S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,2.9673,1,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/22/2016 9:00 p. m.,246016,5596537,19 SUR,WGS 1984,LOS RIOS,VALDIVIA,PANGUIPULLI,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.96413890699995 -39.7432448990723),-39.7432448990723,-71.96413890699995
167,1568,292,TRUFULTRUFUL,ENERBOSCH,HIDRAULICA PASADA,PMGD,NO APLICA,0.819,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/15/2009 8:00 p. m.,268863,5697104,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,MELIPEUCO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.66324756099993 -38.84454077307808),-38.84454077307808,-71.66324756099993
168,1569,297,VOLCAN,AES ANDES,HIDRAULICA PASADA, ,NO APLICA,12.997,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1943 8:00 p. m.,387578,6257062,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.21479409099999 -33.8206887581271),-33.8206887581271,-70.21479409099999
169,1570,300,COSAPILLA,ENGIE,HIDRAULICA PASADA,PMGD,NO APLICA,0.5,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/25/2020 9:00 p. m.,440992,7968176,19 SUR,WGS 1984,ARICA Y PARINACOTA,PARINACOTA,PUTRE,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-69.55858882899997 -18.375528093434816),-18.375528093434816,-69.55858882899997
170,1571,301,COCHAMO,SAGESA S.A.,HIDRAULICA PASADA, ,NO APLICA,0.68,1, ,SISTEMA MEDIANO DE LOS LAGOS,OPERATIVA,12/31/2019 9:00 p. m.,224837,5401409,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,COCHAMO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.29618984499996 -41.491712421063625),-41.491712421063625,-72.29618984499996
171,1572,303,LOS PORTONES (AMPLIACION 2),LOS PORTONES S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,0.2,1,018/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/22/2022 9:00 p. m.,225165,5530329,19 SUR,WGS 1984,LOS RIOS,RANCO,LAGO RANCO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.23518636899996 -40.33235252206894),-40.33235252206894,-72.23518636899996
172,1573,303,PANGAL,PACIFIC HYDRO,HIDRAULICA PASADA, ,NO APLICA,36.9075,5, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1918 8:00 p. m.,367137,6210373,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.442724899 -34.239264784121914),-34.239264784121914,-70.442724899
173,1574,304,EL ATAJO,CENTRAL EL ATAJO SPA,HIDRAULICA PASADA,PMGD,NO APLICA,1.2,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/12/2020 9:00 p. m.,215764,5828666,19 SUR,WGS 1984,BIOBIO,BIO-BIO,MULCHEN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.22151480899998 -37.64520148208724),-37.64520148208724,-72.22151480899998
174,1575,306,MC3,HIDROBONITO S.A.,HIDRAULICA PASADA,PMG,NO APLICA,2.755,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/3/2023 9:00 p. m.,217607,5461616,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUERTO OCTAY,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.35484369299998 -40.947799939065966),-40.947799939065966,-72.35484369299998
175,1576,307,CORRALES,HIDROELECTRICA LOS CORRALES SPA,HIDRAULICA PASADA,PMG,NO APLICA,2.968,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/5/2022 9:00 p. m.,371421,6154699,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.40461042999993 -34.74173195411608),-34.74173195411608,-70.40461042999993
176,1577,308,SAN VICTOR,"EMPRESA
ELECTRICA SAN VICTOR SPA",HIDRAULICA PASADA, ,NO APLICA,3.0,1, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2021 9:00 p. m.,230959,4974517,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,AISEN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.43342429899997 -45.33122764605678),-45.33122764605678,-72.43342429899997
177,1578,309,PUNTA DEL VIENTO,HIDROELECTRICA PUNTA DEL VIENTO SPA,HIDRAULICA PASADA, ,NO APLICA,2.9361,0, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/29/2022 8:00 p. m.,368293,6153184,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.43900850199998 -34.75499079511589),-34.75499079511589,-70.43900850199998
178,1579,313,TERRA AUSTRAL,COMPANIA HIDROELECTRICA HIDROENER SPA,HIDRAULICA PASADA, ,NO APLICA,0.78,1, ,SISTEMA MEDIANO DE LOS LAGOS,OPERATIVA,12/31/2021 9:00 p. m.,224599,5394786,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,COCHAMO,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.30206586899999 -41.55118770606337),-41.55118770606337,-72.30206586899999
179,1580,315,FLORIDA II,SCM,HIDRAULICA PASADA, ,NO APLICA,19.125,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1992 9:00 p. m.,356531,6286936,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.54535368899997 -33.54758211313053),-33.54758211313053,-70.54535368899997
180,1581,316,FLORIDA III,SCM,HIDRAULICA PASADA,PMG,NO APLICA,2.4945,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1998 9:00 p. m.,356755,6286901,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.54294728299993 -33.54792777113054),-33.54792777113054,-70.54294728299993
181,1582,317,NUEVO REINO,EDELAYSEN,HIDRAULICA PASADA, ,NO APLICA,0.3,2, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1986 9:00 p. m.,208629,5041281,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,CISNES,COMISION NACIONAL DE ENERGIA,12/30/2022 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.67914481899999 -44.7225646110568),-44.7225646110568,-72.67914481899999
