,OBJECTID,ID_GE_TERM,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
0,1942,1,ACONCAGUA,ENAP REFINARIA ACONCAGUA,TERMOELECTRICA, ,GAS NATURAL,26.29,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/1/2020 9:00 p. m.,267004,6353946,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CONCON,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.49183340399998 -32.92794379913868),-32.92794379913868,-71.49183340399998
1,1943,2,AGUAS BLANCAS,ON-GROUP,TERMOELECTRICA,PMG,PETROLEO DIESEL,1.827,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/3/2013 8:00 p. m.,412154,7330497,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-69.86456766099997 -24.135532259295207),-24.135532259295207,-69.86456766099997
2,1944,3,ALMENDRADO,CENTRAL ELECTRICA ALMENDRADO SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.955,2,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/10/2019 8:00 p. m.,105869,5269351,19 SUR,WGS 1984,LOS LAGOS,CHILOE,CHONCHI,COMISION NACIONAL DE ENERGIA,8/13/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.80605584099999 -42.62740890805981),-42.62740890805981,-73.80605584099999
3,1945,4,AMENGUAL,EDELAYSEN,TERMOELECTRICA, ,S/I,0.09,1, ,AMENGUAL,OPERATIVA,,245758,5040197,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,COIHAYQUE,LAGO VERDE,SEREMIA AYSEN,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.21164473599998 -44.74644357005671),-44.74644357005671,-72.21164473599998
4,1946,7,ANDES GENERACION,ANDES GENERACION,TERMOELECTRICA, ,PETROLEO DIESEL,34.182,4,097/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/16/2016 8:00 p. m.,395874,7078896,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.04403457299998 -26.406316197247772),-26.406316197247772,-70.04403457299998
5,1947,9,ANTILHUE,ANTILHUE,TERMOELECTRICA, ,PETROLEO DIESEL,94.403,2,091/1999,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/6/2005 9:00 p. m.,141661,5585958,19 SUR,WGS 1984,LOS RIOS,VALDIVIA,VALDIVIA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.18517656399996 -39.800871174071936),-39.800871174071936,-73.18517656399996
6,1948,10,ATACAMA,ENEL GENERACION,TERMOELECTRICA, ,GAS NATURAL,716.386,6,042/1998,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/14/1999 8:00 p. m.,354849,7445660,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.417217705 -23.09138252631858),-23.09138252631858,-70.417217705
7,1949,13,AYSEN TERMICO,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,1.2,1, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1996 9:00 p. m.,209554,4968694,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,AISEN,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.70945543099998 -45.37500158405681),-45.37500158405681,-72.70945543099998
8,1950,14,AYSEN TERMICO PROVISORIA,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,1.4,1, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1996 9:00 p. m.,209554,4968694,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,AISEN,COMISION NACIONAL DE ENERGIA,12/30/1997 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.70945543099998 -45.37500158405681),-45.37500158405681,-72.70945543099998
9,1951,15,BIOCRUZ,BIO CRUZ GENERACION,TERMOELECTRICA,PMGD,GAS NATURAL-PETROLEO,5.2,4, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/28/2012 8:00 p. m.,291771,6362884,19 SUR,WGS 1984,VALPARAISO,QUILLOTA,LA CRUZ,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.22512426699996 -32.852379354139714),-32.852379354139714,-71.22512426699996
10,1952,20,CALLE CALLE,SAGESA,TERMOELECTRICA,PMG,PETROLEO DIESEL,11.6,5,136/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/27/2011 9:00 p. m.,141348,5586044,19 SUR,WGS 1984,LOS RIOS,VALDIVIA,VALDIVIA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.18877604599999 -39.799966574071966),-39.799966574071966,-73.18877604599999
11,1953,21,CAMPICHE,EMPRESA ELECTRICA CAMPICHE S.A.,TERMOELECTRICA, ,CARBON,248.59,1,275/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/14/2013 9:00 p. m.,267334,6373884,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,PUCHUNCAVI,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.48329636999995 -32.74833094414108),-32.74833094414108,-71.48329636999995
12,1954,22,CANDELARIA,COLBUN S.A.,TERMOELECTRICA, ,GAS NATURAL,247.9,2,37/2003-355/2005,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/15/2005 8:00 p. m.,351020,6232911,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,CODEGUA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.61380946899999 -34.03389806912446),-34.03389806912446,-70.61380946899999
13,1955,23,CANETE,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,4.4,6,128/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2007 8:00 p. m.,113708,5814997,19 SUR,WGS 1984,BIOBIO,ARAUCO,CANETE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.38275922099996 -37.73083897108655),-37.73083897108655,-73.38275922099996
14,1956,25,CARDONES,CENTRAL CARDONES,TERMOELECTRICA, ,PETROLEO DIESEL,154.174,1,179/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/3/2009 8:00 p. m.,363127,6958721,19 SUR,WGS 1984,ATACAMA,COPIAPO,COPIAPO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.38551317399998 -27.488247704226772),-27.488247704226772,-70.38551317399998
15,1957,26,CASABLANCA I,TECNORED,TERMOELECTRICA,PMGD,PETROLEO DIESEL,1.6,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/12/2007 8:00 p. m.,277324,6309988,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CASABLANCA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.39227411299998 -33.326259739133384),-33.326259739133384,-71.39227411299998
16,1958,27,CBB-CENTRO,INACAL S.A.,TERMOELECTRICA, ,PETROLEO DIESEL,13.532,8, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/13/2010 9:00 p. m.,304098,6139650,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.14318623299994 -34.86664688411462),-34.86664688411462,-71.14318623299994
17,1959,28,CENIZAS,ELECTRICA CENIZAS S.A.,TERMOELECTRICA, ,PETROLEO DIESEL,5.08,1,229/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/2008 9:00 p. m.,362504,6959146,19 SUR,WGS 1984,ATACAMA,COPIAPO,COPIAPO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.39176982899994 -27.484349040226856),-27.484349040226856,-70.39176982899994
18,1960,29,AGNI,TACORA ENERGY SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.97,2,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/18/2018 9:00 p. m.,336197,6305149,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,COMISION NACIONAL DE ENERGIA,8/13/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.76096905299994 -33.38045736013267),-33.38045736013267,-70.76096905299994
19,1961,30,CORTES,MOCHO ENERGY SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.97,2,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/6/2018 9:00 p. m.,332837,6375644,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,SAN FELIPE,COMISION NACIONAL DE ENERGIA,8/13/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.78420204099996 -32.74436604214114),-32.74436604214114,-70.78420204099996
20,1962,31,ANDINA,ANDINA,TERMOELECTRICA, ,CARBON,161.15,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/14/2011 8:00 p. m.,355896,7446085,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.40695749099996 -23.08763592931868),-23.08763592931868,-70.40695749099996
21,1963,32,CHACABUCO,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,7.28,4,239/2009,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2007 9:00 p. m.,206808,4962019,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,AISEN,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.74841975199996 -45.43381306505686),-45.43381306505686,-72.74841975199996
22,1964,33,CHILE CHICO,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,2.304,6, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1964 8:00 p. m.,291094,4842287,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,GENERAL CARRERA,CHILE CHICO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.72462363499994 -46.540523660058184),-46.540523660058184,-71.72462363499994
23,1965,40,CHILE,PMGD CHILE GENERACION LTDA.,TERMOELECTRICA,PMGD,PETROLEO DIESEL,1.1004,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/12/2017 9:00 p. m.,291157,6117859,19 SUR,WGS 1984,MAULE,CURICO,SAGRADA FAMILIA,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.29012442599998 -35.060413073112414),-35.060413073112414,-71.29012442599998
24,1966,41,CHILOE,ELEKTRAGEN,TERMOELECTRICA,PMG,PETROLEO DIESEL,9.056,9,05/2007-396/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/7/2008 8:00 p. m.,124327,5218688,19 SUR,WGS 1984,LOS LAGOS,CHILOE,QUELLON,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.61552179299997 -43.09138615205873),-43.09138615205873,-73.61552179299997
25,1967,42,CHORRILLOS,GEN POWER,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.99,8,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/11/2019 9:00 p. m.,330281,6307965,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,COMISION NACIONAL DE ENERGIA,8/13/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.82401159799997 -33.35415191613304),-33.35415191613304,-70.82401159799997
26,1968,43,CHUFKEN,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.4,2,027/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2007 8:00 p. m.,183567,5758881,19 SUR,WGS 1984,LA ARAUCANIA,MALLECO,TRAIGUEN,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.61649199399994 -38.262404959082346),-38.262404959082346,-72.61649199399994
27,1969,44,CHUYACA,SAGESA,TERMOELECTRICA, ,PETROLEO DIESEL,13.29,8,638/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/29/2010 8:00 p. m.,153932,5499976,19 SUR,WGS 1984,LOS LAGOS,OSORNO,OSORNO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.08841651799997 -40.5786500820677),-40.5786500820677,-73.08841651799997
28,1970,45,CISNES,EDELAYSEN,TERMOELECTRICA, ,S/I,0.56,1, ,CISNES,OPERATIVA,,208654,5041253,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,CISNES,SEREMIA AYSEN,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.67884575699998 -44.72282631905675),-44.72282631905675,-72.67884575699998
29,1971,46,CMPC CORDILLERA,CMPC PAPELES CORDILLERA,TERMOELECTRICA, ,PETROLEO-GAS NATURAL,51.85,1,206/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/24/2016 9:00 p. m.,355461,6280222,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.55796283099994 -33.60797248412975),-33.60797248412975,-70.55796283099994
30,1972,47,CMPC TISSUE,CMPC CELULOSA,TERMOELECTRICA,PMG,GAS NATURAL,3.9,1,431/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/15/2016 8:00 p. m.,320390,6268580,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.93816958099995 -33.70757939512851),-33.70757939512851,-70.93816958099995
31,1973,48,COCHAMO,SAGESA,TERMOELECTRICA, ,PETROLEO DIESEL,2.8,3,100/2012,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1995 9:00 p. m.,224106,5394703,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,COCHAMO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.30800558299995 -41.551764262063344),-41.551764262063344,-72.30800558299995
32,1974,49,COLIHUES,COLIHUES ENERGIA,TERMOELECTRICA, ,PETROLEO DIESEL,21.175,2,128/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/30/2010 8:00 p. m.,345809,6209686,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,REQUINOA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.67436179299995 -34.24251457412193),-34.24251457412193,-70.67436179299995
33,1975,50,COLMITO,TERMOELECTRICA COLMITO,TERMOELECTRICA, ,PETROLEO DIESEL,57.874,1,734/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/17/2008 8:00 p. m.,268676,6353716,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CONCON,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.47402399999999 -32.9303717391386),-32.9303717391386,-71.47402399999999
34,1976,51,COMBARBALA,PRIME ENERGIA SPA,TERMOELECTRICA, ,PETROLEO DIESEL,75.97,42,005/2017,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/14/2021 9:00 p. m.,301022,6552728,19 SUR,WGS 1984,COQUIMBO,LIMARI,COMBARBALA,COMISION NACIONAL DE ENERGIA,8/13/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.08717462499999 -31.142522355164317),-31.142522355164317,-71.08717462499999
35,1977,52,CONCHALI,QUEMCHI GENERADORA DE ELECTRICIDAD S.A.,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,6, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/12/2018 9:00 p. m.,265703,6463590,19 SUR,WGS 1984,COQUIMBO,CHOAPA,LOS VILOS,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.47853577399997 -31.93948458115247),-31.93948458115247,-71.47853577399997
36,1978,53,CONCON,TECNORED,TERMOELECTRICA,PMG,PETROLEO DIESEL,2.3,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/22/2007 8:00 p. m.,268664,6353411,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CONCON,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.47422880299996 -32.933117871138585),-32.933117871138585,-71.47422880299996
37,1979,54,CONSTITUCION,ELEKTRAGEN,TERMOELECTRICA,PMG,PETROLEO DIESEL,9.012,6,013/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/5/2007 8:00 p. m.,190426,6081659,19 SUR,WGS 1984,MAULE,TALCA,CONSTITUCION,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.40687005599995 -35.360396919109135),-35.360396919109135,-72.40687005599995
38,1980,55,CONTULMO,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,0.83,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/31/2012 8:00 p. m.,129292,5781971,19 SUR,WGS 1984,BIOBIO,ARAUCO,CONTULMO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.22334566399996 -38.0341350040841),-38.0341350040841,-73.22334566399996
39,1981,57,CORONEL,SAGESA,TERMOELECTRICA, ,GAS NATURAL,45.142,1,052/2004,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/30/2005 8:00 p. m.,128847,5900598,19 SUR,WGS 1984,BIOBIO,CONCEPCION,CORONEL,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.16858395399998 -36.96756570509315),-36.96756570509315,-73.16858395399998
40,1982,58,CURACAUTIN,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.2,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2007 8:00 p. m.,253967,5740175,19 SUR,WGS 1984,LA ARAUCANIA,MALLECO,CURACAUTIN,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.81944964899998 -38.452824820080934),-38.452824820080934,-71.81944964899998
41,1983,61,CURAUMA,TECNORED,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.5,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/13/2007 8:00 p. m.,261455,6331486,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,VALPARAISO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.55696972999993 -33.129141652135985),-33.129141652135985,-71.55696972999993
42,1984,63,DEGAN,NUEVA DEGAN,TERMOELECTRICA, ,PETROLEO DIESEL,36.0,22,289/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/3/2007 8:00 p. m.,110447,5323345,19 SUR,WGS 1984,LOS LAGOS,CHILOE,ANCUD,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.71393759099993 -42.145122578061255),-42.145122578061255,-73.71393759099993
43,1985,64,DEGAN II,NUEVA DEGAN,TERMOELECTRICA, ,PETROLEO DIESEL,18.818,10,264/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/6/2018 8:00 p. m.,110447,5323345,19 SUR,WGS 1984,LOS LAGOS,CHILOE,ANCUD,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.71393759099993 -42.145122578061255),-42.145122578061255,-73.71393759099993
44,1986,65,DIEGO DE ALMAGRO,ELECTRICA MOKA SPA,TERMOELECTRICA, ,PETROLEO DIESEL,23.6691,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1980 9:00 p. m.,396331,7079727,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.03938578899994 -26.3988474072479),-26.3988474072479,-70.03938578899994
45,1987,66,ARICA,ENGIE,TERMOELECTRICA, ,PETROLEO DIESEL,13.20785,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1952 8:00 p. m.,362420,7957595,19 SUR,WGS 1984,ARICA Y PARINACOTA,ARICA,ARICA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.30299539199996 -18.46750189743241),-18.46750189743241,-70.30299539199996
46,1988,69,ZOFRI,ENORCHILE,TERMOELECTRICA,PMGD,PETROLEO DIESEL,5.83,6,006/2000,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/13/2018 9:00 p. m.,381943,7765267,19 SUR,WGS 1984,TARAPACA,IQUIQUE,IQUIQUE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.13002026899994 -20.20648174738766),-20.20648174738766,-70.13002026899994
47,1989,73,EL CANELO,CENTRAL ELECTRICA EL CANELO,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/20/2015 9:00 p. m.,165534,5416746,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,PUERTO VARAS,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.99659781399998 -41.33137142106425),-41.33137142106425,-72.99659781399998
48,1990,74,EL CANELO II,CENTRAL ELECTRICA EL CANELO,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/10/2017 8:00 p. m.,165534,5416746,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,PUERTO VARAS,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.99659781399998 -41.33137142106425),-41.33137142106425,-72.99659781399998
49,1991,75,EL NOGAL,GENERADORA ESTANCILLA SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,6, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/19/2017 9:00 p. m.,341251,6274232,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.712141682 -33.659951382129094),-33.659951382129094,-70.712141682
