,OBJECTID,ID_GE_TERM,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
50,1992,76,EL PENON,ENLASA,TERMOELECTRICA, ,PETROLEO DIESEL,80.838,50,269/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/22/2009 8:00 p. m.,285211,6663356,19 SUR,WGS 1984,COQUIMBO,ELQUI,COQUIMBO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.22990574499994 -30.142218628180082),-30.142218628180082,-71.22990574499994
51,1993,78,EL SALVADOR,SWC,TERMOELECTRICA, ,PETROLEO DIESEL,17.702,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/5/2010 8:00 p. m.,396501,7079486,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.03770104999995 -26.4010354942479),-26.4010354942479,-70.03770104999995
52,1994,79,EL TOTORAL,TECNORED,TERMOELECTRICA,PMG,PETROLEO DIESEL,3.103,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/6/2008 8:00 p. m.,254844,6298187,19 SUR,WGS 1984,VALPARAISO,SAN ANTONIO,EL QUISCO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.63678030999995 -33.42770580013205),-33.42770580013205,-71.63678030999995
53,1995,80,EL TRARO,EDELAYSEN,TERMOELECTRICA, ,PETROLEO,0.692,2, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2006 9:00 p. m.,225866,4763080,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CAPITAN PRAT,COCHRANE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.62146556299996 -47.228493676059706),-47.228493676059706,-72.62146556299996
54,1996,83,EMELDA,EMELDA S.A.,TERMOELECTRICA, ,PETROLEO DIESEL,71.392,2,250/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/24/2010 8:00 p. m.,398024,7081793,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.02224968899998 -26.380317992248273),-26.380317992248273,-70.02224968899998
55,1997,84,ERMITANO,GENERADORA ERMITANO SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.85,6, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/4/2018 8:00 p. m.,277582,6277688,19 SUR,WGS 1984,VALPARAISO,SAN ANTONIO,SAN ANTONIO,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.39751144099995 -33.6173941601296),-33.6173941601296,-71.39751144099995
56,1998,85,ESPERANZA,ENORCHILE S.A.,TERMOELECTRICA, ,PETROLEO DIESEL,19.2546,3,036/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/28/2007 8:00 p. m.,345773,6209914,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,REQUINOA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.67471185399995 -34.240453884121955),-34.240453884121955,-70.67471185399995
57,1999,86,ESTANCILLA,GENERADORA ESTANCILLA SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,6, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/9/2013 9:00 p. m.,341216,6274252,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.71251544399996 -33.6597658461291),-33.6597658461291,-70.71251544399996
58,2000,87,ESTANDARTES,ENORCHILE,TERMOELECTRICA,PMGD,PETROLEO DIESEL,6.1875,7,019/2009,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/13/2018 9:00 p. m.,382020,7765260,19 SUR,WGS 1984,TARAPACA,IQUIQUE,IQUIQUE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.12928380199997 -20.20654972838769),-20.20654972838769,-70.12928380199997
59,2001,88,FUTALEUFU,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,1.158,3, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1975 9:00 p. m.,267061,5214874,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,PALENA,FUTALEUFU,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.86629804599994 -43.18300025905854),-43.18300025905854,-71.86629804599994
60,2002,96,GUACOLDA,GUACOLDA,TERMOELECTRICA, ,CARBON-PETCOKE,701.723,5,04/1995-49/2004-56/2006-68/2006-175/2006-249/2008-44/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1994 9:00 p. m.,279061,6849243,19 SUR,WGS 1984,ATACAMA,HUASCO,HUASCO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.25651964199994 -28.464712408208815),-28.464712408208815,-71.25651964199994
61,2003,97,HBS GNL,HBS ENERGIA,TERMOELECTRICA,PMGD,GAS NATURAL,3.3823,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/31/2016 9:00 p. m.,202691,5868162,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/31/2015 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.35352473699999 -37.28567266809033),-37.28567266809033,-72.35352473699999
62,2004,98,HORCONES,ARAUCO BIOENERGIA,TERMOELECTRICA, ,PETROLEO DIESEL,24.3,1,182/2004-170/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/21/2004 8:00 p. m.,125762,5873294,19 SUR,WGS 1984,BIOBIO,ARAUCO,ARAUCO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.21674995899997 -37.21180538009095),-37.21180538009095,-73.21674995899997
63,2005,99,HORNOPIREN,SAGESA,TERMOELECTRICA, ,PETROLEO DIESEL,3.75,5,110/2015,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/1994 9:00 p. m.,211214,5348761,19 SUR,WGS 1984,LOS LAGOS,PALENA,HUALAIHUE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.48461308799995 -41.96025673506187),-41.96025673506187,-72.48461308799995
64,2006,100,HUASCO,ENEL GENERACION CHILE,TERMOELECTRICA, ,PETROLEO DIESEL,57.681,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1976 9:00 p. m.,279354,6848657,19 SUR,WGS 1984,ATACAMA,HUASCO,HUASCO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.25364123999998 -28.470047535208746),-28.470047535208746,-71.25364123999998
65,2007,101,HUICHAS,EDELAYSEN,TERMOELECTRICA, ,S/I,0.48,1, ,HUICHAS,OPERATIVA,,144470,4988894,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,AISEN,SEREMIA AYSEN,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.52385504499995 -45.163762434056764),-45.163762434056764,-73.52385504499995
66,2008,102,IEM,ENGIE,TERMOELECTRICA, ,CARBON,347.95,1,094/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/15/2019 8:00 p. m.,356081,7446223,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,COMISION NACIONAL DE ENERGIA,8/13/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.40513870899997 -23.086405785318668),-23.086405785318668,-70.40513870899997
67,2009,104,INACAL,INACAL S.A.,TERMOELECTRICA,PMG,FUEL OIL NRO 6,5.9034,4, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/15/2009 8:00 p. m.,365490,7369300,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.32017618699996 -23.781853428303044),-23.781853428303044,-70.32017618699996
68,2010,106,KELAR,TAMAKAYA ENERGIA,TERMOELECTRICA, ,GAS NATURAL,517.41,1,155/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/26/2016 9:00 p. m.,362683,7451979,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.34017980499993 -23.034984269319846),-23.034984269319846,-70.34017980499993
69,2011,107,LA JUNTA,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,0.508,2, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2008 9:00 p. m.,228454,5125884,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,CISNES,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.38517633999999 -43.970022235057286),-43.970022235057286,-72.38517633999999
70,2012,108,LA PORTADA,TECNET,TERMOELECTRICA,PMG,PETROLEO DIESEL,2.9524,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/8/2014 8:00 p. m.,358545,7396480,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.38573520899996 -23.535819388308557),-23.535819388308557,-70.38573520899996
71,2013,109,LAGO VERDE,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,0.35,2, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2005 9:00 p. m.,272460,5097549,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,COIHAYQUE,LAGO VERDE,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.84954016499995 -44.23974916005701),-44.23974916005701,-71.84954016499995
72,2014,113,LAS VEGAS,TECNORED,TERMOELECTRICA,PMG,PETROLEO DIESEL,2.209,2,293/2005,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/19/2007 8:00 p. m.,311789,6364330,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,LLAILLAY,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.01103887399995 -32.842964483139774),-32.842964483139774,-71.01103887399995
73,2015,114,LEBU,SAGESA S.A.,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.4,4, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2007 8:00 p. m.,87792,5826593,19 SUR,WGS 1984,BIOBIO,ARAUCO,LEBU,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.66937868399998 -37.615380728087544),-37.615380728087544,-73.66937868399998
74,2016,116,LINARES NORTE,TECNORED,TERMOELECTRICA,PMG,PETROLEO DIESEL,0.464,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/19/2009 8:00 p. m.,261157,6032041,19 SUR,WGS 1984,MAULE,LINARES,LINARES,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.64398350299996 -35.82674268510415),-35.82674268510415,-71.64398350299996
75,2017,117,LIPIGAS CONCON,EMPRESAS LIPIGAS,TERMOELECTRICA,PMGD,GAS NATURAL,6.0,3,295/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/22/2017 9:00 p. m.,267037,6353895,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CONCON,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.49149365699998 -32.92841044113867),-32.92841044113867,-71.49149365699998
76,2018,118,LLANOS BLANCOS,PRIME ENERGIA QUICKSTART SPA,TERMOELECTRICA, ,PETROLEO DIESEL,149.865,83,064/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/7/2022 9:00 p. m.,286358,6662235,19 SUR,WGS 1984,COQUIMBO,ELQUI,COQUIMBO,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.21823152399998 -30.152529084179925),-30.152529084179925,-71.21823152399998
77,2019,119,LONQUIMAY,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,1.2,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/20/2011 8:00 p. m.,288311,5730053,19 SUR,WGS 1984,LA ARAUCANIA,MALLECO,LONQUIMAY,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.42929488099998 -38.552772344080154),-38.552772344080154,-71.42929488099998
78,2020,120,LOS ALAMOS,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,0.8,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/26/2013 8:00 p. m.,110051,5826521,19 SUR,WGS 1984,BIOBIO,ARAUCO,LOS ALAMOS,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.41798000999995 -37.625729797087416),-37.625729797087416,-73.41798000999995
79,2021,121,LOS ESPINOS,ESPINOS S.A.,TERMOELECTRICA, ,PETROLEO DIESEL,121.276,80,83/2004-03/2008-07/2009,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/24/2009 8:00 p. m.,268231,6469913,19 SUR,WGS 1984,COQUIMBO,CHOAPA,LOS VILOS,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.45030224999994 -31.88301020315327),-31.88301020315327,-71.45030224999994
80,2022,122,LOS GUINDOS,LOS GUINDOS GENERACION S.P.A,TERMOELECTRICA, ,PETROLEO DIESEL-GAS NATURAL,270.923,2,191/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/29/2015 9:00 p. m.,207506,5888731,19 SUR,WGS 1984,BIOBIO,BIO-BIO,CABRERO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.29124267599997 -37.10209400809196),-37.10209400809196,-72.29124267599997
81,2023,123,LOS PINOS,COLBUN S.A.,TERMOELECTRICA, ,PETROLEO DIESEL,106.41,1,120/2004,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/6/2009 8:00 p. m.,204463,5890476,19 SUR,WGS 1984,BIOBIO,BIO-BIO,CABRERO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.32474438399998 -37.085435716092064),-37.085435716092064,-72.32474438399998
82,2024,125,LOS VIENTOS,GENERADORA METROPOLITANA SPA,TERMOELECTRICA, ,PETROLEO DIESEL,128.283,1,1372/2009-293/2005,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/2/2007 9:00 p. m.,311621,6364227,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,LLAILLAY,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.01285396699996 -32.84386417613978),-32.84386417613978,-71.01285396699996
83,2025,126,LOUSIANA PACIFIC,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,4, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/14/2009 8:00 p. m.,201509,5615202,19 SUR,WGS 1984,LOS RIOS,VALDIVIA,PANGUIPULLI,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.47430426799997 -39.56096245707339),-39.56096245707339,-72.47430426799997
84,2026,127,LOUSIANA PACIFIC II,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,3.0,4, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/20/2011 9:00 p. m.,197562,5728362,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,LAUTARO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.46993659599997 -38.54176556308024),-38.54176556308024,-72.46993659599997
85,2027,130,MANTOS BLANCOS,MINERA MANTOS BLANCOS,TERMOELECTRICA, ,PETROLEO DIESEL,27.92,10, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/30/1995 8:00 p. m.,391671,7407484,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.06047762799994 -23.438990100310708),-23.438990100310708,-70.06047762799994
86,2028,131,MANIHUALES,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,1.625,2, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2010 9:00 p. m.,252980,4995209,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,AISEN,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.14256360499996 -45.15334788105672),-45.15334788105672,-72.14256360499996
87,2030,133,MAULE,ELEKTRAGEN,TERMOELECTRICA,PMG,PETROLEO DIESEL,5.959,6,013/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/6/2007 8:00 p. m.,190425,6081687,19 SUR,WGS 1984,MAULE,TALCA,CONSTITUCION,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.40687044399994 -35.360144583109125),-35.360144583109125,-72.40687044399994
88,2031,134,MELINKA Y REPOLLAL,MUNICIPALIDAD DE GUAITECAS,TERMOELECTRICA, ,S/I,1.15,1, ,PARTICULAR,OPERATIVA,,118897,5128657,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,GUAITECAS,SEREMIA AYSEN,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.74499574799995 -43.89659953605738),-43.89659953605738,-73.74499574799995
89,2032,135,MIMBRE,GENERADORA MIMBRE SPA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,2.985,6, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/14/2019 9:00 p. m.,316174,6161010,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHIMBARONGO,COMISION NACIONAL DE ENERGIA,9/23/2018 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.00648144599995 -34.67640230911679),-34.67640230911679,-71.00648144599995
90,2033,136,MONTE PATRIA,ELEKTRAGEN,TERMOELECTRICA,PMGD,PETROLEO DIESEL,9.0,8,023/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/11/2007 8:00 p. m.,313324,6602353,19 SUR,WGS 1984,COQUIMBO,LIMARI,MONTE PATRIA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.94910047699994 -30.69702677617121),-30.69702677617121,-70.94910047699994
91,2034,139,MULTIEXPORT,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,0.8,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/2008 9:00 p. m.,168139,5401681,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,PUERTO MONTT,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.97379288999997 -41.467820726063685),-41.467820726063685,-72.97379288999997
92,2035,140,MULTIEXPORT II,SAGESA,TERMOELECTRICA,PMGD,PETROLEO DIESEL,1.6,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/2008 9:00 p. m.,167957,5401729,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,PUERTO MONTT,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.97594077599996 -41.46731415706371),-41.46731415706371,-72.97594077599996
93,2036,141,NEHUENCO,COLBUN,TERMOELECTRICA, ,GAS NATURAL,326.97,1,03/1997-164/2001-34/2002-104/2004-18/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1997 9:00 p. m.,282806,6353344,19 SUR,WGS 1984,VALPARAISO,QUILLOTA,QUILLOTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.32310155399995 -32.936624459138535),-32.936624459138535,-71.32310155399995
94,2037,142,NEHUENCO 9B,COLBUN,TERMOELECTRICA, ,PETROLEO DIESEL,106.92,1,03/1997-164/2001-34/2002-104/2004-18/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/14/2002 8:00 p. m.,282806,6353344,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,QUILLOTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.32310155399995 -32.936624459138535),-32.936624459138535,-71.32310155399995
95,2038,143,NEHUENCO II,COLBUN,TERMOELECTRICA, ,GAS NATURAL,405.562,1,03/1997-164/2001-34/2002-104/2004-18/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/29/2004 8:00 p. m.,282806,6353344,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,QUILLOTA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.32310155399995 -32.936624459138535),-32.936624459138535,-71.32310155399995
96,2039,146,NEWEN,GAS SUR  S.A.,TERMOELECTRICA, ,PROPANO,14.461,1,250/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/29/2009 8:00 p. m.,132902,5922137,19 SUR,WGS 1984,BIOBIO,CONCEPCION,TALCAHUANO,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-73.11273494699998 -36.775491622094904),-36.775491622094904,-73.11273494699998
97,2040,147,NUEVA ALDEA II,ARAUCO BIOENERGIA,TERMOELECTRICA, ,PETROLEO DIESEL,9.88555,1,076/2005,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/30/2006 8:00 p. m.,188983,5937224,19 SUR,WGS 1984,NUBLE,ITATA,RANQUIL,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.47945112999997 -36.659796030096004),-36.659796030096004,-72.47945112999997
98,2041,149,PUERTO IBANEZ,EDELAYSEN,TERMOELECTRICA, ,PETROLEO DIESEL,0.36,1, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2014 9:00 p. m.,272247,4870714,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,GENERAL CARRERA,RIO IBANEZ,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.95626336499998 -46.27891618005773),-46.27891618005773,-71.95626336499998
99,2042,150,NUEVA RENCA,GENERADORA METROPOLITANA SPA,TERMOELECTRICA, ,PETROLEO DIESEL,370.1,1,07/1996-123/2003-323/2005-173/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1996 9:00 p. m.,343149,6301060,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,COMISION NACIONAL DE ENERGIA,12/9/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.68697260799996 -33.418361011132184),-33.418361011132184,-70.68697260799996
